325	2	(A B)
sp94	10
sp493	10
sp494	11
sp108	10
sp188	10
sp137	10
sp127	10
sp500	10
sp497	10
sp165	10
sp249	11
sp131	10
sp281	10
sp384	10
sp491	01
sp119	10
sp144	10
sp481	10
sp482	10
sp230	10
sp478	10
sp479	11
sp326	10
sp327	10
sp263	10
sp462	10
sp463	10
sp353	10
sp354	10
sp382	10
sp383	10
sp357	10
sp423	10
sp424	10
sp378	10
sp379	10
sp210	10
sp179	11
sp254	10
sp255	10
sp267	10
sp470	10
sp471	10
sp270	10
sp186	10
sp273	11
sp274	10
sp183	10
sp152	11
sp419	10
sp420	10
sp150	10
sp417	10
sp418	11
sp52	00
sp97	10
sp195	11
sp199	10
sp380	10
sp381	10
sp256	10
sp447	01
sp448	01
sp396	01
sp132	10
sp207	10
sp374	01
sp375	11
sp160	11
sp211	10
sp212	11
sp192	10
sp193	10
sp85	10
sp427	10
sp428	10
sp421	10
sp422	10
sp162	10
sp243	10
sp366	10
sp367	10
sp318	10
sp319	10
sp266	10
sp372	11
sp373	10
sp346	10
sp347	10
sp449	10
sp450	10
sp252	01
sp253	11
sp387	10
sp388	10
sp489	10
sp490	10
sp86	10
sp208	11
sp264	11
sp385	10
sp386	10
sp69	10
sp220	01
sp221	10
sp359	01
sp498	01
sp499	01
sp329	11
sp364	10
sp365	10
sp262	11
sp336	10
sp337	10
sp407	10
sp408	10
sp48	11
sp215	10
sp216	10
sp368	10
sp369	10
sp330	11
sp177	10
sp391	10
sp392	10
sp200	10
sp201	10
sp242	10
sp302	10
sp303	01
sp320	10
sp321	10
sp245	00
sp483	00
sp484	00
sp411	10
sp412	10
sp443	10
sp444	10
sp56	10
sp258	10
sp259	10
sp205	10
sp296	10
sp159	10
sp271	11
sp272	10
sp95	10
sp232	01
sp460	10
sp461	10
sp432	11
sp283	10
sp284	10
sp176	10
sp397	10
sp398	11
sp358	01
sp472	01
sp473	01
sp91	10
sp175	10
sp415	10
sp416	10
sp170	00
sp451	00
sp452	00
sp453	00
sp290	00
sp332	00
sp333	00
sp147	00
sp360	00
sp361	00
sp118	00
sp129	00
sp345	00
sp399	00
sp400	00
sp171	00
sp349	10
sp350	10
sp181	10
sp304	10
sp305	10
sp429	10
sp454	10
sp455	10
sp294	10
sp227	00
sp228	00
sp323	00
sp100	10
sp101	11
sp413	10
sp238	10
sp430	10
sp431	10
sp156	10
sp135	10
sp439	10
sp440	10
sp140	10
sp334	10
sp335	10
sp213	10
sp76	00
sp203	10
sp308	11
sp468	10
sp469	10
sp324	10
sp437	00
sp438	00
sp466	00
sp467	00
sp235	10
sp285	10
sp394	10
sp395	10
sp241	10
sp121	11
sp316	10
sp441	10
sp442	01
sp458	01
sp459	01
sp425	10
sp426	10
sp403	01
sp404	11
sp433	10
sp434	10
sp287	10
sp219	11
sp476	10
sp477	10
sp435	10
sp436	10
sp401	01
sp402	01
sp277	01
sp251	01
sp317	01
sp389	01
sp390	01
sp348	10
sp487	10
sp488	10
sp338	11
sp244	10
sp376	10
sp377	10
sp355	10
sp356	10
sp293	10
sp310	10
sp282	10
sp288	10
sp289	10
sp325	10
sp456	01
sp457	11
sp331	10
sp180	00
sp106	10
sp77	11
sp103	11
sp190	10
sp191	10
sp480	10
sp495	10
sp496	10
sp265	10
sp125	10
sp79	10
sp344	10
sp301	10
sp464	10
sp465	11
sp328	01
sp194	10
sp173	10
sp485	10
sp486	10
sp45	10
sp409	10
sp410	10
sp247	10
sp300	10
sp75	10
sp74	10
sp148	10
sp279	10
sp280	10
sp297	10
sp298	10
sp154	10
sp155	11
sp362	10
sp363	10
sp166	10
sp161	11
sp393	10
sp445	10
sp446	10
sp246	10
sp406	10
sp260	10
sp370	10
sp371	10
sp339	11
sp340	10
sp474	10
sp475	10
sp236	11
sp237	10
sp314	10
sp342	10
sp278	10
sp157	01
sp197	10
sp198	11
sp291	10
sp292	11
