347	2	(A B)
sp352	11
sp353	01
sp407	01
sp408	01
sp59	10
sp470	01
sp471	01
sp74	01
sp281	10
sp394	10
sp395	11
sp91	01
sp104	01
sp122	01
sp180	01
sp196	01
sp370	10
sp371	10
sp343	10
sp488	10
sp489	10
sp418	10
sp411	10
sp369	01
sp480	01
sp481	01
sp460	01
sp461	01
sp299	10
sp300	10
sp267	10
sp416	00
sp417	00
sp125	10
sp466	10
sp467	01
sp358	10
sp359	10
sp143	10
sp327	10
sp409	10
sp410	10
sp313	10
sp314	00
sp250	10
sp251	10
sp335	10
sp426	10
sp484	10
sp485	10
sp268	10
sp439	10
sp424	01
sp425	01
sp124	10
sp248	11
sp249	11
sp236	10
sp390	10
sp391	10
sp185	00
sp61	10
sp128	10
sp440	00
sp441	00
sp400	00
sp412	10
sp413	10
sp141	10
sp148	10
sp303	10
sp304	10
sp464	10
sp465	01
sp325	10
sp326	10
sp454	10
sp455	10
sp192	10
sp123	00
sp76	10
sp173	10
sp144	10
sp156	10
sp157	10
sp278	10
sp279	10
sp239	01
sp85	00
sp295	11
sp275	10
sp287	01
sp328	01
sp329	01
sp167	11
sp240	01
sp381	01
sp382	01
sp136	11
sp318	11
sp321	01
sp322	01
sp473	01
sp474	01
sp475	01
sp419	01
sp237	01
sp323	01
sp420	10
sp421	11
sp138	01
sp186	01
sp260	11
sp252	10
sp108	01
sp233	01
sp234	01
sp204	01
sp356	01
sp357	01
sp225	01
sp179	11
sp162	01
sp209	01
sp348	01
sp211	10
sp212	01
sp220	01
sp290	01
sp272	10
sp296	01
sp297	01
sp282	01
sp283	01
sp490	01
sp491	01
sp498	01
sp499	01
sp406	01
sp127	01
sp230	01
sp231	01
sp288	01
sp289	01
sp458	01
sp459	01
sp316	10
sp317	01
sp120	01
sp107	11
sp341	10
sp342	10
sp243	10
sp270	10
sp271	11
sp140	11
sp189	10
sp190	10
sp154	10
sp121	11
sp198	10
sp207	11
sp227	10
sp478	10
sp479	10
sp376	01
sp88	11
sp403	00
sp404	00
sp158	01
sp255	11
sp168	01
sp213	01
sp301	01
sp302	01
sp159	00
sp264	00
sp265	00
sp145	00
sp306	00
sp363	00
sp339	00
sp456	00
sp457	00
sp191	00
sp126	00
sp372	00
sp373	00
sp401	00
sp402	00
sp374	00
sp280	00
sp95	00
sp246	10
sp482	10
sp483	10
sp472	01
sp164	10
sp500	10
sp194	10
sp384	10
sp385	10
sp247	10
sp405	10
sp422	10
sp423	10
sp71	10
sp193	10
sp222	10
sp223	11
sp183	10
sp184	01
sp415	10
sp112	01
sp132	01
sp133	11
sp307	00
sp308	00
sp442	00
sp452	00
sp453	00
sp311	00
sp312	00
sp462	10
sp463	10
sp448	10
sp449	10
sp273	10
sp210	10
sp367	01
sp427	10
sp428	01
sp174	11
sp447	10
sp486	10
sp487	01
sp360	01
sp361	01
sp346	01
sp347	11
sp320	10
sp351	10
sp160	00
sp292	00
sp293	00
sp199	00
sp171	00
sp116	10
sp476	10
sp477	10
sp254	11
sp433	01
sp434	01
sp354	10
sp355	10
sp147	10
sp445	10
sp446	10
sp219	11
sp101	10
sp18	10
sp82	01
sp216	10
sp217	10
sp333	01
sp266	01
sp285	10
sp286	10
sp221	10
sp276	10
sp277	10
sp97	10
sp176	10
sp177	10
sp443	10
sp444	10
sp496	10
sp497	10
sp262	10
sp263	10
sp298	11
sp365	10
sp366	10
sp208	10
sp344	10
sp345	10
sp152	10
sp202	10
sp134	10
sp435	10
sp436	10
sp392	10
sp393	10
sp379	10
sp380	10
sp492	10
sp493	10
sp494	01
sp495	01
sp93	00
sp130	11
sp205	10
sp206	11
sp200	10
sp431	10
sp432	10
sp396	11
sp397	01
sp258	11
sp259	10
sp117	10
sp437	01
sp468	01
sp469	01
sp241	10
sp242	10
sp214	11
sp56	11
sp109	10
sp55	10
sp96	01
sp330	01
sp331	01
sp377	01
sp378	01
sp338	01
sp388	01
sp389	01
sp340	01
sp386	00
sp387	00
sp383	00
sp429	00
sp430	00
sp228	00
sp229	00
sp269	00
sp364	00
sp398	00
sp399	00
sp245	00
sp309	00
sp310	00
sp114	11
sp284	01
sp450	01
sp451	01
