nodenum	simstate
428	3
429	1
430	1
431	2
432	2
433	3
434	3
435	2
436	2
437	3
438	2
439	2
440	1
441	1
442	1
443	2
444	2
445	2
446	2
447	2
448	2
449	2
450	3
451	3
452	1
453	1
454	2
455	2
456	1
457	1
458	3
459	3
460	3
461	3
462	2
463	2
464	2
465	3
466	2
467	3
468	3
469	3
470	3
471	3
472	3
473	3
474	3
475	3
476	2
477	2
478	2
479	2
480	3
481	3
482	2
483	2
484	2
485	2
486	2
487	3
488	2
489	2
490	3
491	3
492	2
493	2
494	3
495	3
496	2
497	2
498	3
499	3
500	2
501	2
502	2
503	2
504	2
505	2
506	2
507	2
508	2
509	2
510	4
511	1
512	2
513	2
514	2
515	2
516	2
517	2
518	2
519	2
520	2
521	4
522	2
523	2
524	2
525	2
526	2
527	2
528	2
529	2
530	2
531	2
532	1
533	4
534	2
535	2
536	2
537	2
538	4
539	2
540	2
541	2
542	4
543	2
544	2
545	2
546	2
547	2
548	2
549	2
550	2
551	2
552	2
553	2
554	2
555	1
556	2
557	2
558	2
559	2
560	2
561	2
562	4
563	2
564	2
565	2
566	2
567	2
568	2
569	2
570	4
571	2
572	2
573	4
574	2
575	3
576	2
577	2
578	2
579	2
580	1
581	2
582	2
583	2
584	2
585	3
586	4
587	2
588	2
589	2
590	2
591	2
592	2
593	2
594	2
595	2
596	2
597	4
598	4
599	4
600	4
601	2
602	4
603	2
604	2
605	2
606	2
607	2
608	2
609	2
610	4
611	4
612	2
613	2
614	2
615	2
616	2
617	2
618	2
619	4
620	3
621	2
622	2
623	2
624	3
625	3
626	2
627	2
628	3
629	3
630	3
631	4
632	2
633	2
634	2
635	2
636	2
637	2
638	2
639	1
640	2
641	3
642	4
643	2
644	4
645	3
646	3
647	3
648	1
649	1
650	2
651	3
652	2
653	4
654	2
655	4
656	2
657	1
658	2
659	2
660	2
661	4
662	2
663	3
664	2
665	2
666	2
667	2
668	2
669	3
670	3
671	2
672	4
673	2
674	1
675	3
676	3
677	2
678	2
679	2
680	2
681	2
682	3
683	4
684	3
685	3
686	3
687	2
688	3
689	2
690	2
691	4
692	2
693	2
694	2
695	2
696	3
697	3
698	2
699	2
700	3
701	3
702	3
703	3
704	1
705	2
706	2
707	2
708	2
709	4
710	2
711	2
712	2
713	3
714	3
715	2
716	4
717	2
718	2
719	1
720	1
721	2
722	3
723	3
724	2
725	2
726	4
727	3
728	3
729	3
730	3
731	4
732	4
733	1
734	1
735	3
736	3
737	2
738	3
739	3
740	2
741	4
742	2
743	1
744	1
745	1
746	3
747	2
748	2
749	2
750	4
751	2
752	2
753	3
754	3
755	2
756	2
757	2
758	2
759	2
760	2
761	1
762	3
763	1
764	1
765	3
766	2
767	2
768	4
769	3
770	3
771	1
772	1
773	2
774	2
775	2
776	2
777	4
778	1
779	1
780	4
781	3
782	3
783	2
784	3
785	3
786	4
787	3
788	3
789	3
790	3
791	3
792	2
793	3
794	2
795	2
796	2
797	2
798	2
799	2
800	2
801	2
802	2
803	2
804	3
805	2
806	2
807	2
808	3
809	3
810	4
811	2
812	4
813	2
814	3
815	2
816	4
817	2
818	2
819	2
820	2
821	1
822	2
823	2
824	3
825	3
826	1
827	3
828	2
829	2
830	1
831	3
832	3
833	4
834	3
835	3
836	2
837	4
838	3
839	2
840	4
841	2
842	4
843	1
844	1
845	3
846	2
847	2
848	3
849	3
850	3
851	2
852	2
853	4
854	3
855	3
856	2
857	2
858	2
859	1
860	3
861	1
862	2
863	2
864	3
865	3
866	3
867	1
868	3
869	3
870	2
871	3
872	3
873	4
874	3
875	2
876	2
877	1
878	3
879	4
880	2
881	2
882	2
883	3
884	3
885	2
886	3
887	4
888	1
889	2
890	2
891	1
892	2
893	2
894	2
895	1
896	2
897	3
898	3
899	2
900	2
901	3
902	4
903	3
904	2
905	2
906	2
907	2
908	3
909	2
910	2
911	2
912	4
913	2
914	1
915	1
916	1
917	1
918	2
919	3
920	3
921	4
922	3
923	3
924	2
925	3
926	2
927	3
928	2
929	2
930	3
931	2
932	2
933	4
934	3
935	2
936	2
937	1
938	4
939	2
940	3
941	2
942	1
943	1
944	3
945	2
946	2
947	2
948	3
949	1
950	3
951	2
952	1
953	4
954	3
955	3
956	2
957	3
958	1
959	3
960	2
961	2
962	3
963	1
964	2
965	2
966	2
967	2
968	3
969	1
970	3
971	3
972	3
973	2
974	1
975	1
976	2
977	3
978	2
979	3
980	1
981	1
982	1
983	4
984	2
985	1
986	1
987	2
988	2
989	2
990	3
991	2
992	2
993	3
994	2
995	2
996	2
997	3
998	1
999	4
1000	2
1001	3
