x1	x2	x3	x4	x5	x6	x7	x8
0.046	0.0278	0.2574	0.2597	0.1029	0.0919	0.1317	0.0826
0.046	0.0278	0.2574	0.2597	0.1029	0.0919	0.1317	0.0826
0.0465	0.0359	0.2303	0.2754	0.0999	0.0973	0.1309	0.0837
0.0127	0.0398	0.0557	0.6461	0.0371	0.0808	0.09	0.0378
0.0122	0.0465	0.5765	0.1068	0.0821	0.0407	0.0952	0.04
0.0491	0.0374	0.2029	0.2951	0.0962	0.1029	0.1311	0.0854
0.0331	0.3207	0.1327	0.163	0.1063	0.1082	0.0724	0.0637
0.0331	0.3207	0.1327	0.163	0.1063	0.1082	0.0724	0.0637
0.0384	0.2326	0.1516	0.1991	0.1073	0.1106	0.088	0.0725
0.0413	0.156	0.1732	0.2335	0.1053	0.1086	0.1036	0.0784
0.0437	0.1103	0.1679	0.2709	0.0995	0.111	0.1142	0.0824
0.0467	0.0495	0.1454	0.2954	0.0834	0.1036	0.118	0.0795
0.0419	0.0359	0.1362	0.2624	0.0744	0.0905	0.1067	0.0709
0.0215	0.0369	0.047	0.5945	0.046	0.1016	0.1033	0.0492
0.0215	0.0369	0.047	0.5945	0.046	0.1016	0.1033	0.0492
0.0455	0.0391	0.0838	0.3841	0.0718	0.1212	0.1266	0.0821
0.0455	0.0391	0.0838	0.3841	0.0718	0.1212	0.1266	0.0821
0.04	0.0519	0.2451	0.2611	0.1009	0.0942	0.1274	0.0793
0.0424	0.0401	0.0742	0.4337	0.0702	0.1274	0.1311	0.0808
0.0418	0.0317	0.0767	0.3213	0.063	0.1036	0.1094	0.0723
0.0473	0.0414	0.1644	0.3074	0.0877	0.1056	0.1256	0.0827
0.0496	0.0803	0.1589	0.2986	0.0941	0.1122	0.1215	0.0847
0.0258	0.3436	0.1306	0.16	0.1041	0.1075	0.0683	0.0601
0.0258	0.3436	0.1306	0.16	0.1041	0.1075	0.0683	0.0601
0.0461	0.1168	0.1622	0.2695	0.099	0.1115	0.1129	0.0821
0.0188	0.2947	0.1444	0.1765	0.1108	0.117	0.073	0.0648
0.0188	0.2947	0.1444	0.1765	0.1108	0.117	0.073	0.0648
0.0484	0.0921	0.1607	0.2885	0.0959	0.1119	0.1187	0.0839
0.0179	0.0129	0.6617	0.0796	0.0788	0.0333	0.0811	0.0347
0.0179	0.0129	0.6617	0.0796	0.0788	0.0333	0.0811	0.0347
0.0246	0.0186	0.5486	0.1139	0.0976	0.0465	0.1019	0.0484
0.0042	0.0336	0.7805	0.049	0.0493	0.0166	0.0501	0.0166
0.0042	0.0336	0.7805	0.049	0.0493	0.0166	0.0501	0.0166
0.0184	0.2923	0.1615	0.1625	0.1204	0.1091	0.072	0.0639
0.0184	0.2923	0.1615	0.1625	0.1204	0.1091	0.072	0.0639
0.0441	0.1551	0.1598	0.2434	0.1027	0.1116	0.1041	0.0793
0.0441	0.1551	0.1598	0.2434	0.1027	0.1116	0.1041	0.0793
0.0449	0.1289	0.1617	0.261	0.1003	0.1117	0.1101	0.0814
0.0139	0.5778	0.0827	0.0895	0.0814	0.0822	0.0369	0.0356
0.0139	0.5778	0.0827	0.0895	0.0814	0.0822	0.0369	0.0356
0.0378	0.2598	0.1435	0.1873	0.1074	0.1109	0.0829	0.0703
0.0096	0.6535	0.0684	0.0723	0.0697	0.0704	0.0284	0.0277
0.0096	0.6535	0.0684	0.0723	0.0697	0.0704	0.0284	0.0277
0.0231	0.4729	0.1016	0.1145	0.095	0.0956	0.0502	0.0473
0.0231	0.4729	0.1016	0.1145	0.095	0.0956	0.0502	0.0473
0.0065	0.6615	0.068	0.072	0.0684	0.07	0.027	0.0265
0.0065	0.6615	0.068	0.072	0.0684	0.07	0.027	0.0265
0.0122	0.5905	0.0807	0.0871	0.0796	0.0807	0.0353	0.0341
0.0122	0.5905	0.0807	0.0871	0.0796	0.0807	0.0353	0.0341
0.0264	0.4587	0.1018	0.1157	0.0971	0.0977	0.0526	0.0499
0.0169	0.6116	0.0725	0.0778	0.0766	0.0768	0.0343	0.0335
0.0169	0.6116	0.0725	0.0778	0.0766	0.0768	0.0343	0.0335
0.0241	0.492	0.0956	0.1071	0.0932	0.0937	0.0482	0.0461
0.0241	0.492	0.0956	0.1071	0.0932	0.0937	0.0482	0.0461
0.0359	0.2767	0.141	0.1806	0.1073	0.1103	0.0799	0.0684
0.0183	0.4968	0.0988	0.1103	0.0919	0.0931	0.0467	0.0441
0.0183	0.4968	0.0988	0.1103	0.0919	0.0931	0.0467	0.0441
0.041	0.2118	0.1521	0.2101	0.1064	0.1116	0.0921	0.0749
0.0292	0.3743	0.1218	0.1446	0.1035	0.1048	0.064	0.0579
0.0292	0.3743	0.1218	0.1446	0.1035	0.1048	0.064	0.0579
0.0272	0.4008	0.1166	0.1363	0.1015	0.1027	0.06	0.0549
0.0272	0.4008	0.1166	0.1363	0.1015	0.1027	0.06	0.0549
0.0487	0.0615	0.19	0.287	0.0971	0.1056	0.1254	0.0846
0.0369	0.0208	0.3845	0.1834	0.1102	0.0695	0.1248	0.07
0.0369	0.0208	0.3845	0.1834	0.1102	0.0695	0.1248	0.07
0.0334	0.014	0.4454	0.1557	0.1085	0.0605	0.1194	0.0632
0.0334	0.014	0.4454	0.1557	0.1085	0.0605	0.1194	0.0632
0.0352	0.0206	0.4038	0.1733	0.11	0.0665	0.1229	0.0676
0.0464	0.0577	0.2156	0.2702	0.1006	0.1003	0.1258	0.0833
0.0173	0.6251	0.0687	0.0736	0.0746	0.0748	0.0332	0.0326
0.0173	0.6251	0.0687	0.0736	0.0746	0.0748	0.0332	0.0326
0.0188	0.526	0.0912	0.1007	0.0889	0.0896	0.0434	0.0415
0.0258	0.4334	0.1088	0.1253	0.0992	0.1002	0.0555	0.0518
0.0227	0.5214	0.0893	0.099	0.0897	0.0901	0.0447	0.0431
0.0227	0.5214	0.0893	0.099	0.0897	0.0901	0.0447	0.0431
0.0461	0.1199	0.1622	0.2669	0.0994	0.1115	0.1121	0.0819
0.0498	0.0787	0.1586	0.2999	0.0939	0.1123	0.1219	0.0849
0.0487	0.0841	0.1672	0.289	0.096	0.1105	0.1205	0.0841
0.0452	0.1388	0.1627	0.2524	0.1016	0.1112	0.1077	0.0805
0.0452	0.1388	0.1627	0.2524	0.1016	0.1112	0.1077	0.0805
0.0461	0.1175	0.1661	0.2651	0.0999	0.1107	0.1126	0.082
0.0459	0.0626	0.2129	0.2697	0.1005	0.1009	0.1247	0.0829
0.0459	0.0626	0.2129	0.2697	0.1005	0.1009	0.1247	0.0829
0.0372	0.1896	0.1573	0.2286	0.1038	0.1116	0.0967	0.075
0.0372	0.1896	0.1573	0.2286	0.1038	0.1116	0.0967	0.075
0.0304	0.0302	0.085	0.193	0.0514	0.0669	0.0749	0.0506
0.0405	0.0428	0.107	0.2686	0.0684	0.0927	0.1016	0.0687
0.0459	0.0474	0.0998	0.3691	0.0766	0.1201	0.1264	0.083
0.0444	0.1238	0.1612	0.2669	0.0992	0.1117	0.1114	0.0812
0.0467	0.0426	0.1622	0.2926	0.0861	0.1018	0.1211	0.0804
0.0485	0.0698	0.1513	0.3054	0.0904	0.1114	0.1219	0.0839
0.0331	0.0383	0.058	0.4981	0.0603	0.1211	0.123	0.068
0.0328	0.0576	0.1809	0.3663	0.0785	0.1005	0.1176	0.0658
0.0431	0.0393	0.104	0.3098	0.071	0.1033	0.1124	0.0749
0.0353	0.0408	0.0663	0.4733	0.0641	0.1227	0.1257	0.0718
0.0333	0.0493	0.3309	0.2077	0.1059	0.0782	0.1235	0.0712
0.0251	0.0212	0.0657	0.1631	0.0408	0.0553	0.062	0.0415
0.0428	0.1355	0.1609	0.26	0.1002	0.1118	0.1087	0.08
0.0428	0.1355	0.1609	0.26	0.1002	0.1118	0.1087	0.08
0.0446	0.0569	0.1345	0.2806	0.0804	0.1006	0.1111	0.076
0.0042	0.0035	0.011	0.0274	0.0068	0.0093	0.0104	0.007
0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
0.0096	0.0148	0.0183	0.0266	0.0114	0.0123	0.0122	0.0098
0.033	0.0552	0.0895	0.1726	0.0555	0.067	0.0702	0.0505
0.0249	0.106	0.2766	0.268	0.0859	0.0805	0.102	0.0561
0.0277	0.2952	0.1579	0.1829	0.1015	0.1016	0.0742	0.059
0.0176	0.5286	0.0978	0.1037	0.0857	0.0857	0.0418	0.039
0.0292	0.1471	0.1037	0.3751	0.073	0.1133	0.0981	0.0606
0.0068	0.1053	0.09	0.6325	0.0284	0.0595	0.055	0.0223
0.0363	0.107	0.2374	0.2474	0.0975	0.0936	0.1116	0.0692
0.0127	0.0875	0.1311	0.534	0.0438	0.0744	0.0811	0.0353
0.0268	0.0427	0.1432	0.4712	0.0608	0.0945	0.1077	0.0531
0.0084	0.0724	0.485	0.2215	0.0591	0.0393	0.0844	0.0299
0.0481	0.0354	0.2146	0.2877	0.0976	0.1005	0.1313	0.0848
0.0147	0.048	0.2059	0.5217	0.0432	0.0597	0.0762	0.0306
0.0451	0.0362	0.2287	0.2841	0.0972	0.0977	0.1299	0.0811
0.0176	0.0628	0.477	0.1638	0.0853	0.0515	0.0972	0.0448
0.0179	0.3054	0.2193	0.1571	0.1038	0.0832	0.0651	0.0483
0.0223	0.4507	0.1175	0.1228	0.0954	0.0925	0.0522	0.0467
0.0407	0.1086	0.2278	0.2342	0.1041	0.0968	0.1124	0.0754
0.0043	0.0792	0.3665	0.3813	0.0421	0.0408	0.0623	0.0235
0.0409	0.0283	0.0761	0.3096	0.0609	0.0995	0.1061	0.07
0.0416	0.033	0.0929	0.4342	0.0702	0.1214	0.1299	0.0769
0.0032	0.066	0.079	0.6838	0.0243	0.0567	0.0638	0.0233
0.0463	0.0317	0.0937	0.3912	0.0727	0.1206	0.1296	0.0823
0.0266	0.0327	0.0916	0.5419	0.0523	0.0977	0.106	0.051
0.0067	0.1166	0.2213	0.4697	0.041	0.0601	0.0587	0.026
0.0191	0.3168	0.1475	0.2574	0.0724	0.0853	0.0613	0.0401
0.0301	0.2632	0.2098	0.164	0.1018	0.092	0.0806	0.0584
