downpass_t	num_iters	branch_lnL	root_lnL	ttl_LnL	BGB_lnL	setup_t	Esolve_t	Ds_1calc_t	downpass_t2	Es_alg	Ds_alg	ttl_t
42.547	22	-1209.9868133611158	-15.943188245227587	-1225.9300016063432	-515.9087075366023	1.931	0.183	5.356165394402035	42.547	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	44.660999999999994
134.333	22	-1207.6154370356446	-15.887285298805672	-1223.5027223344503	-513.4734883162326	1.231	0.587	15.829760814249363	134.334	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	136.15200000000002
293.364	22	-1207.609678222255	-15.887462280590169	-1223.4971405028452	-513.4679062744725	1.144	1.299	36.54841475826972	293.365	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	295.808
558.656	22	-1207.6096988575116	-15.887463988055005	-1223.4971628455667	-513.4679286161137	1.118	4.324	67.98149363867684	558.656	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	564.098
1327.356	22	-1207.6096989738624	-15.887463990395831	-1223.4971629642582	-513.4679287348032	1.142	10.798	159.36996946564886	1327.356	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	1339.296
8.609	23760	-1209.9868133611158	-15.943188245227587	-1225.9300016063432	-515.9087075366023	1.133	0.172	0.34704325699745553	8.61	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	9.915
26.181	133986	-1207.6154370356446	-15.887285298805672	-1223.5027223344503	-513.4734883162326	1.195	0.59	1.1657582697201019	26.182	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	27.967
57.486	336850	-1207.609678222255	-15.887462280590169	-1223.4971405028452	-513.4679062744725	1.16	1.188	2.5143333333333335	57.487	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	59.835
109.089	656637	-1207.6096988575116	-15.887463988055005	-1223.4971628455667	-513.4679286161137	1.13	4.374	4.792895674300255	109.089	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	114.593
255.169	1548095	-1207.6096989738624	-15.887463990395831	-1223.4971629642582	-513.4679287348032	1.124	10.928	11.376605597964375	255.17	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	267.222
5.528	22	-1237.5745643772348	-15.915790998496774	-1253.4903553757315	-543.4802849158426	1.131	0.173	3.157	8.686	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))	13.147
8.309	22	-1231.988789432351	-16.217315711097335	-1248.2061051434484	-538.2630934718946	1.556	0.58	4.069	12.379	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	Vern7(true)	18.584
12.632	22	-1238.9089674177428	-15.861191340025938	-1254.7701587577687	-544.7427579930428	1.658	1.171	7.534	20.166	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	Vern9(true)	30.529
13.252	22	-1238.9196576344757	-15.862740667686133	-1254.782398302162	-544.7550069522921	1.66	3.193	12.94	26.192	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	Vern9(true)	43.985
23.361	22	-1238.9171334737755	-15.863671181426179	-1254.7808046552016	-544.7533898655641	1.681	10.599	24.974	48.335	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	Vern9(true)	85.589
