d_val	e_val	j_val	lambda_val	mu_val1	Julia_sum_lq_nFv6	rootstates_lnL_nFv6	Julia_total_lnLs1_nFv6	bgb_lnl_nFv6	Julia_sum_lq_GFv6	rootstates_lnL_GFv6	Julia_total_lnLs1_GFv6	bgb_lnl_GFv6
0.5	0.0	0.0	0.3	0.5	-5.976527811109831	-2.2493746949831195	-8.22590250609295	-3.6374970338186134	-5.976439893274522	-2.249357331784131	-8.225797225058653	-3.6374011752934106
0.5	0.0	0.0	0.3	1.0	-7.786856441912345	-2.3563038494966393	-10.143160291408984	-5.508379783483021	-7.786860927155748	-2.3563170570576903	-10.143177984213438	-5.508391284287508
0.5	0.0	0.1	0.3	0.0	-4.629097378703603	-2.280431397718803	-6.909528776422406	-2.288553678447232	-4.62916336174288	-2.28046096357764	-6.90962432532052	-2.2886313473368
0.5	0.0	0.1	0.3	0.5	-5.97645077427168	-2.572822387511377	-8.549273161783058	-3.7786586876698225	-5.976440933464177	-2.5728343153723645	-8.549275248836542	-3.7786536500314156
0.5	0.0	0.1	0.3	1.0	-7.7867460530581845	-2.7056857819429325	-10.492431835001117	-5.647600348962238	-7.78683621767402	-2.7057830852746876	-10.492619302948707	-5.647725032752024
0.5	0.0	1.0	0.3	0.0	-4.6290955481862746	-3.110080802573467	-7.739176350759742	-2.518392816699275	-4.629163361742841	-3.1100769908993655	-7.739240352642207	-2.5184555793757717
0.5	0.0	1.0	0.3	0.5	-5.976410415732839	-3.23339631251873	-9.209806728251568	-3.9313247744227233	-5.9764315960601575	-3.2333946823392616	-9.209826278399419	-3.931343896965773
0.5	0.0	1.0	0.3	1.0	-7.786722851939404	-3.277552053631937	-11.064274905571342	-5.769803815109387	-7.786703188599555	-3.2775481746675053	-11.06425136326706	-5.769779542392514
0.5	0.5	0.0	0.3	0.0	-3.8888756619462974	-2.8233674179974835	-6.71224307994378	-1.83193268314231	-3.888871126362449	-2.8233622924645254	-6.712233418826974	-1.831919930295177
0.5	0.5	0.0	0.3	0.5	-5.472646747191313	-2.8349029376596517	-8.307549684850965	-3.4205737672649104	-5.472619744082056	-2.8348730676681546	-8.307492811750212	-3.420531119263573
0.5	0.5	0.0	0.3	1.0	-7.39339074689992	-2.8422751338035375	-10.235665880703458	-5.344205773038743	-7.393461480463553	-2.8422926640358024	-10.235754144499355	-5.344279960314871
0.5	0.5	0.1	0.3	0.0	-3.8888758224603905	-3.019818553606277	-6.908694376066668	-1.8978260559737734	-3.888871126362449	-3.0198108693677947	-6.908681995730244	-1.8978130649293945
0.5	0.5	0.1	0.3	0.5	-5.472623845424023	-3.0679440281453867	-8.54056787356941	-3.493334773142564	-5.472616836282537	-3.067940925226629	-8.540557761509167	-3.4933240220400013
0.5	0.5	0.1	0.3	1.0	-7.393453415470673	-3.0953606606335557	-10.488814076104228	-5.42054358960194	-7.393457041696253	-3.095361185182478	-10.488818226878731	-5.420549191269687
0.5	0.5	1.0	0.3	0.0	-3.8888750615022567	-3.4033162266804964	-7.292191288182753	-1.9937043314749285	-3.8888711263624494	-3.4033063378864696	-7.292177464248919	-1.993690373213787
0.5	0.5	1.0	0.3	0.5	-5.472630595124327	-3.401366959003514	-8.873997554127842	-3.5664411973369603	-5.472628038856803	-3.401359710187145	-8.873987749043948	-3.5664313337005193
0.5	0.5	1.0	0.3	1.0	-7.393501244770233	-3.400811983265676	-10.794313228035909	-5.483512623990841	-7.393454254851898	-3.4008017892810583	-10.794256044132956	-5.483455882536165
0.5	1.0	0.0	0.3	0.0	-3.99114674449529	-2.923475991810925	-6.914622736306216	-1.9684098841286852	-3.991145588139857	-2.9234760509752324	-6.91462163911509	-1.9684087195949367
0.5	1.0	0.0	0.3	0.5	-5.586718042006012	-2.92567542825312	-8.512393470259132	-3.5645918744082437	-5.586742255252789	-2.925702197478559	-8.512444452731348	-3.564626633159625
0.5	1.0	0.0	0.3	1.0	-7.514566945662536	-2.927472176444662	-10.442039122107198	-5.492944920586075	-7.514583399215434	-2.9274806403645344	-10.442064039579968	-5.4929655297479565
0.5	1.0	0.1	0.3	0.0	-3.9911462683134267	-3.0970676613391874	-7.088213929652614	-2.0216193756408147	-3.991145588139857	-3.097067926632548	-7.088213514772406	-2.0216183902254983
0.5	1.0	0.1	0.3	0.5	-5.586725383560429	-3.131647754147217	-8.718373137707646	-3.62410075932534	-5.586742327671477	-3.1316654800266845	-8.718407807698162	-3.6241277319752996
0.5	1.0	0.1	0.3	1.0	-7.514557815665057	-3.1515063357351707	-10.666064151400228	-5.555801068917595	-7.514577955128315	-3.1515144075044974	-10.666092362632813	-5.555823863790766
0.5	1.0	1.0	0.3	0.0	-3.9911483766757305	-3.4100894826997488	-7.401237859375479	-2.097803109405892	-3.991145588139857	-3.4100926464249786	-7.401238234564836	-2.0978034677767843
0.5	1.0	1.0	0.3	0.5	-5.586728111581932	-3.406242848407935	-8.992970959989867	-3.683031687298312	-5.586743616578336	-3.4062522796137342	-8.99299589619207	-3.683056495711072
0.5	1.0	1.0	0.3	1.0	-7.5145867383947325	-3.404768362254289	-10.919355100649021	-5.6070325235814265	-7.514529711348901	-3.4047728676189206	-10.919302578967821	-5.606980884970096
1.0	0.0	0.0	0.3	0.0	-5.868284927710006	-2.079838914689449	-7.948123842399455	-3.4261736408879067	-5.868251461113701	-2.079818732619844	-7.948070193733544	-3.4261280408909744
1.0	0.0	0.0	0.3	0.5	-6.931281548374249	-2.513479794933767	-9.444761343308016	-4.703301204708227	-6.931113922139408	-2.5134454397765786	-9.444559361915987	-4.7031182716107995
1.0	0.0	0.0	0.3	1.0	-8.612935889614628	-2.679661337831066	-11.292597227445693	-6.458599740697861	-8.612906376077191	-2.6796372757975115	-11.292543651874702	-6.458561232478398
1.0	0.0	0.1	0.3	0.0	-5.86828254271891	-2.325566497563555	-8.193849040282466	-3.5356971537729365	-5.868251461113722	-2.325564616783507	-8.193816077897228	-3.535665192916965
1.0	0.0	0.1	0.3	0.5	-6.931220227113208	-2.777831884286562	-9.709052111399771	-4.790317074725332	-6.9311116212033586	-2.777798446069031	-9.70891006727239	-4.790196839180528
1.0	0.0	0.1	0.3	1.0	-8.612891331845725	-2.9404456083275043	-11.55333694017323	-6.534987958428142	-8.612913627018383	-2.940438058275967	-11.55335168529435	-6.535008887018239
1.0	0.0	1.0	0.3	0.0	-5.868282206567171	-3.051647660205626	-8.919929866772797	-3.7045667664658275	-5.868251461113701	-3.0516471778939156	-8.919898639007616	-3.7045355720711077
1.0	0.0	1.0	0.3	0.5	-6.931203420053542	-3.2358284664533943	-10.167031886506937	-4.879044555024384	-6.931172912996342	-3.235827983367566	-10.167000896363907	-4.879013470651552
1.0	0.0	1.0	0.3	1.0	-8.612971097120898	-3.287661140470766	-11.900632237591664	-6.598103486482365	-8.613001262669403	-3.287658164341197	-11.9006594270106	-6.598130426977966
1.0	0.5	0.0	0.3	0.0	-3.973082855053635	-3.21140668779495	-7.184489542848585	-2.0151202393902734	-3.9730700264094896	-3.211392706623427	-7.184462733032916	-2.0150923759555166
1.0	0.5	0.0	0.3	0.5	-5.535243598740888	-3.2200646721788857	-8.755308270919773	-3.58052716365326	-5.535244743156417	-3.220092465272232	-8.75533720842865	-3.5805340024533177
1.0	0.5	0.0	0.3	1.0	-7.440294883514	-3.22565820087926	-10.66595308439326	-5.487443219848758	-7.440305488086583	-3.2256543729770257	-10.665959861063609	-5.487454434857422
1.0	0.5	0.1	0.3	0.0	-3.973083578732732	-3.2856137876161595	-7.258697366348891	-2.0325764855902255	-3.9730700264094896	-3.285610151487853	-7.258680177897343	-2.0325485131103758
1.0	0.5	0.1	0.3	0.5	-5.535244342219333	-3.304404829892117	-8.83964917211145	-3.599372151163334	-5.535244727851999	-3.3044099044013473	-8.839654632253346	-3.5993739378340717
1.0	0.5	0.1	0.3	1.0	-7.440264859577631	-3.314748867873005	-10.755013727450637	-5.5068365652942015	-7.4403056108620715	-3.314748932241988	-10.755054543104059	-5.5068777947703
1.0	0.5	1.0	0.3	0.0	-3.9730824997451055	-3.396410535484548	-7.369493035229654	-2.056499853202684	-3.9730700264094896	-3.3963919034218577	-7.369461929831347	-2.0564686395277434
1.0	0.5	1.0	0.3	0.5	-5.535268575168287	-3.3971940337794213	-8.932462608947707	-3.6173200627347075	-5.535244754983188	-3.3971834651908166	-8.932428220174003	-3.6172857580695243
1.0	0.5	1.0	0.3	1.0	-7.440323061277329	-3.3976898763940784	-10.838012937671408	-5.52209341555201	-7.440312214801294	-3.39769447004973	-10.838006684851024	-5.522086856434174
1.0	1.0	0.0	0.3	0.0	-3.8197524173576225	-3.28139425631393	-7.101146673671552	-1.8810614620628492	-3.8197383402789664	-3.2814021016840385	-7.101140441963005	-1.881050145369028
1.0	1.0	0.0	0.3	0.5	-5.406660071886838	-3.282934756936488	-8.689594828823326	-3.4683701304285126	-5.406670533910271	-3.282951582601129	-8.6896221165114	-3.4683882701704807
1.0	1.0	0.0	0.3	1.0	-7.327938039758958	-3.284110206687899	-10.612048246446857	-5.389927812474191	-7.3278973767162014	-3.2840903766188023	-10.611987753335004	-5.389886492255835
1.0	1.0	0.1	0.3	0.0	-3.819752098753492	-3.3315845290929986	-7.15133662784649	-1.8922112838683063	-3.8197383402789664	-3.3315925497710253	-7.151330890049992	-1.8921993434449274
1.0	1.0	0.1	0.3	0.5	-5.406654571133213	-3.3409555249216356	-8.74761009605485	-3.480722640707862	-5.406670630476524	-3.3409652174328404	-8.747635847909365	-3.4807393492987986
1.0	1.0	0.1	0.3	1.0	-7.327932339649562	-3.3462178510696354	-10.674150190719198	-5.40288631598662	-7.327894349260209	-3.3462026598377976	-10.674097009098006	-5.402845214795881
1.0	1.0	1.0	0.3	0.0	-3.8197515954750973	-3.4024424259145487	-7.222194021389646	-1.9073698837032742	-3.8197383402789664	-3.402448289736366	-7.222186630015333	-1.9073625414954058
1.0	1.0	1.0	0.3	0.5	-5.406652996638117	-3.4017760051259542	-8.808429001764072	-3.49238412761283	-5.406667214996256	-3.4017791955858034	-8.808446410582059	-3.4924014161160093
1.0	1.0	1.0	0.3	1.0	-7.327900463526223	-3.4015425029142112	-10.729442966440434	-5.412943125049867	-7.3278954575295465	-3.4015423178106623	-10.729437775340209	-5.412938215706872
