nodenum	simstate
1	22
2	46
3	106
4	3
5	6
6	3
7	15
8	121
9	101
10	45
11	4
12	3
13	9
14	34
15	3
16	9
17	3
18	6
19	10
20	17
21	6
22	27
23	19
24	3
25	16
26	9
27	3
28	3
29	19
30	3
31	128
32	128
33	15
34	3
35	85
36	6
37	123
38	27
39	122
40	92
41	30
42	104
43	3
44	18
45	128
46	6
47	125
48	3
49	3
50	3
51	3
52	3
53	109
54	43
55	49
56	3
57	3
58	18
59	128
60	3
61	128
62	47
63	128
64	3
65	122
66	3
67	100
68	45
69	16
70	125
71	3
72	47
73	3
74	3
75	9
76	6
77	31
78	15
79	127
80	18
81	3
82	3
83	3
84	3
85	3
86	94
87	87
88	3
89	32
90	3
91	3
92	3
93	15
94	9
95	47
96	121
97	71
98	3
99	16
100	53
101	30
102	3
103	6
104	15
105	3
106	3
107	33
108	3
109	67
110	108
111	17
112	87
113	18
114	52
115	91
116	93
117	119
118	3
119	109
120	3
121	128
122	30
123	3
124	46
125	45
126	3
127	3
128	104
129	118
130	48
131	3
132	17
133	109
134	3
135	66
136	3
137	17
138	3
139	3
140	119
141	70
142	89
143	19
144	53
145	17
146	11
147	49
148	19
149	124
150	51
151	3
152	3
153	3
154	3
155	3
156	9
157	3
158	34
159	69
160	3
161	24
162	17
163	3
164	3
165	27
166	62
167	16
168	48
169	50
170	3
171	3
172	3
173	3
174	3
175	18
176	85
177	15
178	3
179	3
180	3
181	3
182	3
183	124
184	26
185	3
186	3
187	15
188	15
189	117
190	91
191	18
192	3
193	3
194	20
195	19
196	3
197	74
198	3
199	30
200	3
201	66
202	3
203	9
204	103
205	68
206	91
207	3
208	12
209	3
210	9
211	16
212	18
213	3
214	120
215	3
216	3
217	60
218	3
219	3
220	6
221	3
222	9
223	3
224	15
225	5
226	6
227	13
228	103
229	54
230	73
231	33
232	3
233	53
234	31
235	103
236	16
237	12
238	16
239	3
240	19
241	16
242	3
243	18
244	3
245	3
246	33
247	3
248	16
249	3
250	6
251	17
252	4
253	4
254	3
255	90
256	3
257	92
258	108
259	3
260	3
261	3
262	3
263	3
264	3
265	3
266	12
267	6
268	47
269	3
270	3
271	17
272	3
273	88
274	3
275	15
276	3
277	53
278	3
279	3
280	17
281	3
282	9
283	18
284	3
285	3
286	3
287	3
288	3
289	3
290	3
291	53
292	15
293	3
294	19
295	17
296	3
297	19
298	3
299	31
300	46
301	19
302	3
303	3
304	123
305	6
306	15
307	17
308	19
309	52
310	124
311	3
312	3
313	3
314	18
315	19
316	3
317	3
318	3
319	3
320	15
321	3
322	3
323	3
324	3
325	3
326	19
327	16
328	6
329	52
330	5
331	3
332	16
333	86
334	16
335	3
336	3
337	5
338	5
339	3
340	3
341	3
342	3
343	9
344	3
345	3
346	3
347	54
348	3
349	19
350	3
351	3
352	3
353	3
354	19
355	3
356	48
357	19
358	70
359	30
360	3
361	3
362	3
363	3
364	3
365	3
366	3
367	3
368	19
369	3
370	111
371	3
372	3
373	3
374	3
375	17
376	3
377	3
378	3
379	104
380	3
381	3
382	3
383	22
384	15
385	3
386	3
387	9
388	3
389	3
390	3
391	3
392	5
393	3
394	3
395	4
396	4
397	3
398	40
399	5
400	34
401	5
402	9
403	55
404	54
405	3
406	3
407	16
408	3
409	3
410	3
411	9
412	3
413	3
414	5
415	5
416	3
417	3
418	3
419	3
420	18
421	3
422	3
423	3
424	3
425	3
426	3
427	3
428	3
429	4
430	12
431	3
432	3
433	11
434	5
435	8
436	3
437	3
438	3
439	17
440	3
441	3
442	3
443	3
444	3
445	3
446	4
447	16
448	3
449	3
450	3
451	18
452	6
453	6
454	3
455	3
456	5
457	3
458	3
459	3
460	9
461	4
462	4
463	3
464	3
465	3
466	5
467	5
468	3
469	3
470	3
471	3
472	3
473	3
474	5
475	17
476	3
477	3
478	4
479	4
480	3
481	3
482	3
483	3
484	6
485	6
486	3
487	3
488	3
489	3
490	3
491	9
492	3
493	3
494	3
495	3
496	3
497	3
498	17
499	5
500	3
501	3
502	13
503	126
504	3
505	105
506	3
507	3
508	15
509	122
510	72
511	67
512	68
513	17
514	6
515	128
516	3
517	6
518	16
519	92
520	3
521	3
522	3
523	4
524	122
525	128
526	3
527	21
528	6
529	95
530	127
531	6
532	36
533	12
534	3
535	3
536	100
537	9
538	3
539	50
540	122
541	3
542	16
543	39
544	114
545	19
546	3
547	128
548	16
549	100
550	6
551	15
552	28
553	6
554	6
555	90
556	6
557	6
558	3
559	3
560	3
561	52
562	6
563	6
564	27
565	17
566	6
567	6
568	61
569	52
570	19
571	3
572	9
573	67
574	3
575	18
576	3
577	3
578	6
579	17
580	46
581	64
582	3
583	3
584	128
585	48
586	12
587	9
588	3
589	32
590	3
591	6
592	106
593	3
594	3
595	3
596	3
597	3
598	18
599	18
600	3
601	34
602	3
603	9
604	3
605	91
606	3
607	3
608	3
609	18
610	3
611	106
612	49
613	15
614	33
615	6
616	6
617	3
618	3
619	74
620	51
621	3
622	3
623	16
624	3
625	16
626	3
627	3
628	3
629	3
630	46
631	75
632	92
633	19
634	8
635	88
636	3
637	127
638	104
639	18
640	3
641	3
642	19
643	3
644	3
645	16
646	26
647	125
648	3
649	3
650	103
651	17
652	52
653	17
654	3
655	3
656	86
657	3
658	3
659	32
660	19
661	17
662	3
663	3
664	87
665	91
666	104
667	52
668	3
669	26
670	6
671	16
672	18
673	3
674	3
675	9
676	3
677	3
678	26
679	87
680	3
681	9
682	3
683	9
684	3
685	3
686	9
687	36
688	127
689	3
690	3
691	3
692	17
693	3
694	3
695	15
696	102
697	3
698	46
