d_val	e_val	j_val	lambda_val	mu_val1	mu_val2	Julia_sum_lq_nFv5	rootstates_lnL_nFv5	Julia_total_lnLs1_nFv5	Julia_sum_lq_nFv6	rootstates_lnL_nFv6	Julia_total_lnLs1_nFv6	Julia_sum_lq_GFv6	rootstates_lnL_GFv6	Julia_total_lnLs1_GFv6
0.0	0.0	0.0	0.3	0.0	0.0	-4.495732271326334	-2.9957322735539913	-7.491464544880325	-4.495732271326334	-2.9957322735539913	-7.491464544880325	-3.895732316150303	-2.9957322735539913	-6.891464589704294
0.0	0.0	0.0	0.3	0.0	0.5	-5.414314844694269	-2.9957322735539913	-8.410047118248261	-5.414314844694269	-2.9957322735539913	-8.410047118248261	-5.276763200992349	-2.9957322735539913	-8.27249547454634
0.0	0.0	0.0	0.3	0.0	1.0	-6.539350313949695	-2.9957322735539913	-9.535082587503688	-6.539350313949695	-2.9957322735539913	-9.535082587503688	-6.686450819994992	-2.9957322735539913	-9.682183093548982
0.0	0.0	0.0	0.3	0.0	1.5	-7.795699333079651	-2.9957322735539913	-10.791431606633642	-7.795699333079651	-2.9957322735539913	-10.791431606633642	-8.117757282546204	-2.9957322735539913	-11.113489556100195
0.0	0.0	0.0	0.3	0.0	2.0	-9.132695982834232	-2.9957322735539913	-12.128428256388222	-9.132695982834232	-2.9957322735539913	-12.128428256388222	-9.565200052952168	-2.9957322735539913	-12.560932326506158
0.0	0.0	0.0	0.3	0.5	0.0	-5.1886479295618635	-3.086679304821254	-8.275327234383118	-5.1886479295618635	-3.086679304821254	-8.275327234383118	-4.363096797167126	-3.179966210250299	-7.543063007417425
0.0	0.0	0.0	0.3	0.5	0.5	-6.085585687148992	-3.1055852149232934	-9.191170902072285	-6.085585687148992	-3.1055852149232934	-9.191170902072285	-5.536160342393282	-3.2555180041881724	-8.791678346581454
0.0	0.0	0.0	0.3	0.5	1.0	-7.1721015946043085	-3.1397924115638136	-10.311894006168123	-7.1721015946043085	-3.1397924115638136	-10.311894006168123	-6.695074176304363	-3.1994141965481346	-9.894488372852498
0.0	0.0	0.0	0.3	0.5	1.5	-8.363805411612459	-3.1981944755038874	-11.561999887116347	-8.363805411612459	-3.1981944755038874	-11.561999887116347	-7.812825703185568	-2.9561565931758116	-10.76898229636138
0.0	0.0	0.0	0.3	0.5	2.0	-9.594004398367485	-3.296359228776706	-12.89036362714419	-9.594004398367485	-3.296359228776706	-12.89036362714419	-8.85374119995915	-2.599356234991636	-11.453097434950788
0.0	0.0	0.0	0.3	1.0	0.0	-6.0295376463419075	-3.1023988561661398	-9.131936502508047	-6.0295376463419075	-3.1023988561661398	-9.131936502508047	-5.064156952254532	-3.253319525682222	-8.317476477936754
0.0	0.0	0.0	0.3	1.0	0.5	-6.9253729050311	-3.121678230061308	-10.047051135092408	-6.9253729050311	-3.121678230061308	-10.047051135092408	-6.166698410759275	-3.201737874851876	-9.36843628561115
0.0	0.0	0.0	0.3	1.0	1.0	-8.01049627457606	-3.155927357795854	-11.166423632371913	-8.01049627457606	-3.155927357795854	-11.166423632371913	-7.26607180746034	-2.965826427052248	-10.231898234512588
0.0	0.0	0.0	0.3	1.0	1.5	-9.201531791093029	-3.2129742426780954	-12.414506033771124	-9.201531791093029	-3.2129742426780954	-12.414506033771124	-8.335032492955083	-2.6250796850174236	-10.960112177972507
0.0	0.0	0.0	0.3	1.0	2.0	-10.433465533482451	-3.306570667468353	-13.740036200950804	-10.433465533482451	-3.306570667468353	-13.740036200950804	-9.33705274065461	-2.273790001595934	-11.610842742250544
0.0	0.0	0.0	0.3	1.5	0.0	-6.940683020097556	-3.094706885643237	-10.035389905740793	-6.940683020097556	-3.094706885643237	-10.035389905740793	-5.915720253239273	-3.2581859817088983	-9.173906234948172
0.0	0.0	0.0	0.3	1.5	0.5	-7.840435779136964	-3.1102619917344447	-10.95069777087141	-7.840435779136964	-3.1102619917344447	-10.95069777087141	-7.006723071473543	-3.1737252734521606	-10.180448344925704
0.0	0.0	0.0	0.3	1.5	1.0	-8.932617887761532	-3.1374982493212475	-12.07011613708278	-8.932617887761532	-3.1374982493212475	-12.07011613708278	-8.109765209323701	-2.9343239559048344	-11.044089165228534
0.0	0.0	0.0	0.3	1.5	1.5	-10.136075518455147	-3.1820302702931476	-13.318105788748294	-10.136075518455147	-3.1820302702931476	-13.318105788748294	-9.197703540231299	-2.6122210554744445	-11.809924595705743
0.0	0.0	0.0	0.3	1.5	2.0	-11.389401433606348	-3.2540730361532115	-14.64347446975956	-11.389401433606348	-3.2540730361532115	-14.64347446975956	-10.232908169911601	-2.276771549231171	-12.509679719142772
0.0	0.0	0.0	0.3	2.0	0.0	-7.8872262738022245	-3.0817286859092423	-10.968954959711468	-7.8872262738022245	-3.0817286859092423	-10.968954959711468	-6.852054978914298	-3.257694977648342	-10.10974995656264
0.0	0.0	0.0	0.3	2.0	0.5	-8.791460200127533	-3.0934004311225265	-11.88486063125006	-8.791460200127533	-3.0934004311225265	-11.88486063125006	-7.954935486630064	-3.1972885822950854	-11.15222406892515
0.0	0.0	0.0	0.3	2.0	1.0	-9.89141973715788	-3.1135234257311213	-13.004943162889003	-9.89141973715788	-3.1135234257311213	-13.004943162889003	-9.0827176398524	-3.0049922743402613	-12.087709914192661
0.0	0.0	0.0	0.3	2.0	1.5	-11.10800453997266	-3.145734971686737	-14.253739511659397	-11.10800453997266	-3.145734971686737	-14.253739511659397	-10.210080936074299	-2.7251159602401467	-12.935196896314444
0.0	0.0	0.0	0.3	2.0	2.0	-12.3832108149607	-3.1969047202912875	-15.580115535251988	-12.3832108149607	-3.1969047202912875	-15.580115535251988	-11.300609492057928	-2.406989125099243	-13.70759861715717
0.0	0.0	0.01	0.3	0.0	0.0	-4.384161570640085	-3.2343983668281733	-7.618559937468259	-4.384161570640085	-3.2343983668281733	-7.618559937468259	-3.8412625853408615	-3.236966467870699	-7.07822905321156
0.0	0.0	0.01	0.3	0.0	0.5	-5.322462622690812	-3.212809812262513	-8.535272434953324	-5.322462622690812	-3.212809812262513	-8.535272434953324	-5.225673246216413	-3.1926825269515446	-8.418355773167958
0.0	0.0	0.01	0.3	0.0	1.0	-6.467392923710114	-3.1718363920746477	-9.639229315784762	-6.467392923710114	-3.1718363920746477	-9.639229315784762	-6.640353730055115	-3.1389303056044593	-9.779284035659575
0.0	0.0	0.01	0.3	0.0	1.5	-7.739422705116205	-3.1248404044383493	-10.864263109554553	-7.739422705116205	-3.1248404044383493	-10.864263109554553	-8.075837313310974	-3.09282936770493	-11.168666681015903
0.0	0.0	0.01	0.3	0.0	2.0	-9.087388699351239	-3.084179020646965	-12.171567719998205	-9.087388699351239	-3.084179020646965	-12.171567719998205	-9.526285228857791	-3.05942788987465	-12.585713118732441
0.0	0.0	0.01	0.3	0.5	0.0	-5.021072609104738	-3.3390750520544024	-8.360147661159141	-5.021072609104738	-3.3390750520544024	-8.360147661159141	-4.268439025341698	-3.3973859445823744	-7.665824969924072
0.0	0.0	0.01	0.3	0.5	0.5	-5.939550605226263	-3.3473724621514904	-9.286923067377753	-5.939550605226263	-3.3473724621514904	-9.286923067377753	-5.459153943821995	-3.4002774750140023	-8.859431418835998
0.0	0.0	0.01	0.3	0.5	1.0	-7.0499533856283225	-3.3463474302534664	-10.396300815881789	-7.0499533856283225	-3.3463474302534664	-10.396300815881789	-6.635196687776896	-3.2781275395701046	-9.913324227347001
0.0	0.0	0.01	0.3	0.5	1.5	-8.259867433489749	-3.3499057227206843	-11.609773156210434	-8.259867433489749	-3.3499057227206843	-11.609773156210434	-7.765484832307532	-3.0084906700297913	-10.773975502337324
0.0	0.0	0.01	0.3	0.5	2.0	-9.500276860432969	-3.389942452243873	-12.890219312676841	-9.500276860432969	-3.389942452243873	-12.890219312676841	-8.814856737942195	-2.6529292002145146	-11.467785938156709
0.0	0.0	0.01	0.3	1.0	0.0	-5.801326190916459	-3.324817257503941	-9.1261434484204	-5.801326190916459	-3.324817257503941	-9.1261434484204	-4.929347916891322	-3.436942634822443	-8.366290551713766
0.0	0.0	0.01	0.3	1.0	0.5	-6.723029704357983	-3.3619228307958537	-10.084952535153837	-6.723029704357983	-3.3619228307958537	-10.084952535153837	-6.066868752195079	-3.3469641000034542	-9.413832852198533
0.0	0.0	0.01	0.3	1.0	1.0	-7.841332496487259	-3.395732303025006	-11.237064799512265	-7.841332496487259	-3.395732303025006	-11.237064799512265	-7.197020798975126	-3.0671632744071853	-10.264184073382312
0.0	0.0	0.01	0.3	1.0	1.5	-9.059510253502534	-3.4105013316034705	-12.470011585106004	-9.059510253502534	-3.4105013316034705	-12.470011585106004	-8.28747982871732	-2.706193439179552	-10.993673267896872
0.0	0.0	0.01	0.3	1.0	2.0	-10.308170662514097	-3.4385470314285467	-13.746717693942644	-10.308170662514097	-3.4385470314285467	-13.746717693942644	-9.303880330085715	-2.349879313421966	-11.65375964350768
0.0	0.0	0.01	0.3	1.5	0.0	-6.635339230244023	-3.1811617615875685	-9.816500991831592	-6.635339230244023	-3.1811617615875685	-9.816500991831592	-5.722009464060337	-3.3913857599820214	-9.113395224042359
0.0	0.0	0.01	0.3	1.5	0.5	-7.566541356247404	-3.25300883868854	-10.819550194935944	-7.566541356247404	-3.25300883868854	-10.819550194935944	-6.868393787920311	-3.346804527719803	-10.215198315640114
0.0	0.0	0.01	0.3	1.5	1.0	-8.706760261702554	-3.357115628176524	-12.063875889879078	-8.706760261702554	-3.357115628176524	-12.063875889879078	-8.019851858308996	-3.073585760455181	-11.093437618764177
0.0	0.0	0.01	0.3	1.5	1.5	-9.952796972184675	-3.419117873666645	-13.37191484585132	-9.952796972184675	-3.419117873666645	-13.37191484585132	-9.14064391917487	-2.717174277024663	-11.857818196199533
0.0	0.0	0.01	0.3	1.5	2.0	-11.235182871496898	-3.444994619277889	-14.680177490774787	-11.235182871496898	-3.444994619277889	-14.680177490774787	-10.197127898351239	-2.3653057093024255	-12.562433607653665
