d_val	e_val	j_val	lambda_val	mu_val1	mu_val2	Julia_sum_lq_nFv5	rootstates_lnL_nFv5	Julia_total_lnLs1_nFv5	Julia_sum_lq_nFv6	rootstates_lnL_nFv6	Julia_total_lnLs1_nFv6	Julia_sum_lq_GFv6	rootstates_lnL_GFv6	Julia_total_lnLs1_GFv6
0.0	0.0	0.0	0.3	0.0	0.0	-4.495732271326334	-2.9957322735539913	-7.491464544880325	-4.495732271326334	-2.9957322735539913	-7.491464544880325	-3.895732316150303	-2.9957322735539913	-6.891464589704294
0.0	0.0	0.0	0.3	0.0	0.5	-5.414314844694269	-2.9957322735539913	-8.410047118248261	-5.414314844694269	-2.9957322735539913	-8.410047118248261	-4.806333845714578	-2.9957322735539913	-7.802066119268569
0.0	0.0	0.0	0.3	0.0	1.0	-6.539350313949695	-2.9957322735539913	-9.535082587503688	-6.539350313949695	-2.9957322735539913	-9.535082587503688	-5.924945222927605	-2.9957322735539913	-8.920677496481597
0.0	0.0	0.0	0.3	0.5	0.0	-5.1886479295618635	-3.086679304821254	-8.275327234383118	-5.1886479295618635	-3.086679304821254	-8.275327234383118	-4.581589742607027	-3.0866793217859914	-7.668269064393018
0.0	0.0	0.0	0.3	0.5	0.5	-6.085585687148992	-3.1055852149232934	-9.191170902072285	-6.085585687148992	-3.1055852149232934	-9.191170902072285	-5.471539327081881	-3.1055852170296925	-8.577124544111573
0.0	0.0	0.0	0.3	0.5	1.0	-7.1721015946043085	-3.1397924115638136	-10.311894006168123	-7.1721015946043085	-3.1397924115638136	-10.311894006168123	-6.552506279912976	-3.139792436583188	-9.692298716496165
0.0	0.0	0.0	0.3	1.0	0.0	-6.0295376463419075	-3.1023988561661398	-9.131936502508047	-6.0295376463419075	-3.1023988561661398	-9.131936502508047	-5.417780165176869	-3.1023988839049315	-8.5201790490818
0.0	0.0	0.0	0.3	1.0	0.5	-6.9253729050311	-3.121678230061308	-10.047051135092408	-6.9253729050311	-3.121678230061308	-10.047051135092408	-6.307210798798957	-3.121678265769158	-9.428889064568114
0.0	0.0	0.0	0.3	1.0	1.0	-8.01049627457606	-3.155927357795854	-11.166423632371913	-8.01049627457606	-3.155927357795854	-11.166423632371913	-7.387290979439793	-3.1559274287465726	-10.543218408186366
0.0	0.0	0.1	0.3	0.0	0.0	-3.7884004557417357	-2.894811493313907	-6.683211949055643	-3.7884004557417357	-2.894811493313907	-6.683211949055643	-3.517283799487542	-2.7578773496161646	-6.275161149103706
