x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0364	0.0042	0.0	0.0	0.0318	0.001	0.0002	0.0001	0.0	0.0	0.0009	0.0001	0.0	0.0	0.0
0.0	0.074	0.0009	0.0004	0.0	0.0149	0.0074	0.0012	0.0001	0.0	0.0	0.0036	0.0005	0.0002	0.0	0.0002
0.0	0.0159	0.0017	0.0008	0.0001	0.0108	0.0054	0.0009	0.0004	0.0001	0.0	0.0053	0.0007	0.0002	0.0	0.0004
0.0	0.0093	0.0061	0.0032	0.0	0.0139	0.0073	0.0	0.0034	0.0	0.0	0.0157	0.0	0.0	0.0	0.0
0.0	0.0	0.0226	0.0119	0.0	0.0	0.0	0.0	0.0481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0052	0.0507	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0223	0.0223	0.0	0.0	0.0	0.0	0.0509	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.1951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.1951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.1951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.1951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0314	0.0016	0.0008	0.0008	0.0121	0.0061	0.0061	0.0001	0.0001	0.0	0.0033	0.0033	0.0009	0.0	0.0022
0.0	0.0075	0.0037	0.0019	0.0019	0.0085	0.0043	0.0043	0.0011	0.0011	0.0003	0.0052	0.0052	0.0013	0.0007	0.0048
0.0	0.0	0.0104	0.0052	0.0052	0.0	0.0	0.0	0.0119	0.0119	0.0031	0.0	0.0	0.0	0.0143	0.0
0.0	0.0	0.0	0.0223	0.0223	0.0	0.0	0.0	0.0	0.0	0.0509	0.0	0.0	0.0	0.0	0.0
0.0	0.1951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0223	0.0223	0.0	0.0	0.0509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.1951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
