event	i	j	k	pair	wt	prob	rate	val	rates_t
y	2	2	2	1	0.9633323346228789	0.5934223364182714	0.19512698636567868	0.19512698636567868	0.19512698636567868
j	2	2	3	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	2	2	4	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	2	2	5	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	3	3	2	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
y	3	3	3	1	0.9633323346228789	0.5934223364182714	0.19512698636567868	0.19512698636567868	0.19512698636567868
j	3	3	4	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	3	3	5	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	4	4	2	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	4	4	3	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
y	4	4	4	1	0.9633323346228789	0.5934223364182714	0.19512698636567868	0.19512698636567868	0.19512698636567868
j	4	4	5	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	5	5	2	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	5	5	3	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
j	5	5	4	2	0.22000599226272666	0.13552588786057623	0.04456313227503401	0.04456313227503401	0.04456313227503401
y	5	5	5	1	0.9633323346228789	0.5934223364182714	0.19512698636567868	0.19512698636567868	0.19512698636567868
v	6	3	2	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
s	6	6	2	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
s	6	6	3	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
j	6	6	4	2	0.22000599226272666	0.03537070423025307	0.011630467035902663	0.011630467035902663	0.011630467035902663
j	6	6	5	2	0.22000599226272666	0.03537070423025307	0.011630467035902663	0.011630467035902663	0.011630467035902663
v	7	4	2	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
s	7	7	2	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
j	7	7	3	2	0.22000599226272666	0.03537070423025307	0.011630467035902663	0.011630467035902663	0.011630467035902663
s	7	7	4	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
j	7	7	5	2	0.22000599226272666	0.03537070423025307	0.011630467035902663	0.011630467035902663	0.011630467035902663
v	8	5	2	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
s	8	8	2	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
j	8	8	3	2	0.22000599226272666	0.03537070423025307	0.011630467035902663	0.011630467035902663	0.011630467035902663
j	8	8	4	2	0.22000599226272666	0.03537070423025307	0.011630467035902663	0.011630467035902663	0.011630467035902663
s	8	8	5	2	1.9266646692457579	0.30975286384649797	0.10185181637299182	0.10185181637299182	0.10185181637299182
v	9	4	3	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
j	9	9	2	2	0.22000599226272666	0.03537070423025307	0.011630467035902661	0.011630467035902661	0.011630467035902661
s	9	9	3	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
s	9	9	4	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
j	9	9	5	2	0.22000599226272666	0.03537070423025307	0.011630467035902661	0.011630467035902661	0.011630467035902661
v	10	5	3	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
j	10	10	2	2	0.22000599226272666	0.03537070423025307	0.011630467035902661	0.011630467035902661	0.011630467035902661
s	10	10	3	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
j	10	10	4	2	0.22000599226272666	0.03537070423025307	0.011630467035902661	0.011630467035902661	0.011630467035902661
s	10	10	5	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
v	11	5	4	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
j	11	11	2	2	0.22000599226272666	0.03537070423025307	0.011630467035902661	0.011630467035902661	0.011630467035902661
j	11	11	3	2	0.22000599226272666	0.03537070423025307	0.011630467035902661	0.011630467035902661	0.011630467035902661
s	11	11	4	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
s	11	11	5	2	1.9266646692457579	0.30975286384649797	0.1018518163729918	0.1018518163729918	0.1018518163729918
v	12	6	4	2	1.9266646692457579	0.16355396004278916	0.053779221597799416	0.053779221597799416	0.053779221597799416
v	12	7	3	2	1.9266646692457579	0.16355396004278916	0.053779221597799416	0.053779221597799416	0.053779221597799416
v	12	9	2	2	1.9266646692457579	0.16355396004278916	0.053779221597799416	0.053779221597799416	0.053779221597799416
s	12	12	2	2	1.9266646692457579	0.16355396004278916	0.053779221597799416	0.053779221597799416	0.053779221597799416
s	12	12	3	2	1.9266646692457579	0.16355396004278916	0.053779221597799416	0.053779221597799416	0.053779221597799416
s	12	12	4	2	1.9266646692457579	0.16355396004278916	0.053779221597799416	0.053779221597799416	0.053779221597799416
j	12	12	5	2	0.22000599226272666	0.01867623974326502	0.0061410536039843205	0.0061410536039843205	0.006141053603984321
v	13	6	5	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	13	8	3	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	13	10	2	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
s	13	13	2	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
s	13	13	3	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
j	13	13	4	2	0.22000599226272666	0.01867623974326502	0.00614105360398432	0.00614105360398432	0.00614105360398432
s	13	13	5	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	14	7	5	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	14	8	4	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	14	11	2	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
s	14	14	2	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
j	14	14	3	2	0.22000599226272666	0.01867623974326502	0.00614105360398432	0.00614105360398432	0.00614105360398432
s	14	14	4	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
s	14	14	5	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	15	9	5	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	15	10	4	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	15	11	3	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
j	15	15	2	2	0.22000599226272666	0.01867623974326502	0.00614105360398432	0.00614105360398432	0.00614105360398432
s	15	15	3	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
s	15	15	4	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
s	15	15	5	2	1.9266646692457579	0.16355396004278916	0.05377922159779941	0.05377922159779941	0.05377922159779941
v	16	12	5	2	1.9266646692457579	0.12500000000000003	0.041102047898847596	0.041102047898847596	0.041102047898847596
v	16	13	4	2	1.9266646692457579	0.12500000000000003	0.041102047898847596	0.041102047898847596	0.041102047898847596
v	16	14	3	2	1.9266646692457579	0.12500000000000003	0.041102047898847596	0.041102047898847596	0.041102047898847596
v	16	15	2	2	1.9266646692457579	0.12500000000000003	0.041102047898847596	0.041102047898847596	0.041102047898847596
s	16	16	2	2	1.9266646692457579	0.12500000000000003	0.041102047898847596	0.041102047898847596	0.041102047898847596
s	16	16	3	2	1.9266646692457579	0.12500000000000003	0.041102047898847596	0.041102047898847596	0.041102047898847596
s	16	16	4	2	1.9266646692457579	0.12500000000000003	0.041102047898847596	0.041102047898847596	0.041102047898847596
s	16	16	5	2	1.9266646692457579	0.12500000000000003	0.041102047898847596	0.041102047898847596	0.041102047898847596
