0.00	99999.00	99999.00	1608.74	99999.00
99999.00	0.00	9.27	99999.00	99999.00
99999.00	9.27	0.00	99999.00	99999.00
1608.74	99999.00	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1582.44	99999.00
99999.00	0.00	8.61	99999.00	99999.00
99999.00	8.61	0.00	99999.00	99999.00
1582.44	99999.00	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1593.83	99999.00
99999.00	0.00	7.93	99999.00	99999.00
99999.00	7.93	0.00	99999.00	99999.00
1593.83	99999.00	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1605.10	99999.00
99999.00	0.00	7.23	99999.00	99999.00
99999.00	7.23	0.00	99999.00	99999.00
1605.10	99999.00	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1616.48	99999.00
99999.00	0.00	6.52	99999.00	99999.00
99999.00	6.52	0.00	99999.00	99999.00
1616.48	99999.00	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1627.26	99999.00
99999.00	0.00	5.80	99999.00	99999.00
99999.00	5.80	0.00	99999.00	99999.00
1627.26	99999.00	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1637.42	99999.00
99999.00	0.00	5.06	99999.00	99999.00
99999.00	5.06	0.00	99999.00	99999.00
1637.42	99999.00	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1644.39	99999.00
99999.00	0.00	4.28	6956.74	99999.00
99999.00	4.28	0.00	99999.00	99999.00
1644.39	6956.74	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1650.80	99999.00
99999.00	0.00	3.46	6892.10	99999.00
99999.00	3.46	0.00	99999.00	99999.00
1650.80	6892.10	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1656.67	99999.00
99999.00	0.00	60.97	6827.23	99999.00
99999.00	60.97	0.00	99999.00	99999.00
1656.67	6827.23	99999.00	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1662.97	99999.00
99999.00	0.00	56.41	6762.14	99999.00
99999.00	56.41	0.00	6935.75	99999.00
1662.97	6762.14	6935.75	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1682.31	99999.00
99999.00	0.00	56.54	6722.64	99999.00
99999.00	56.54	0.00	6896.13	99999.00
1682.31	6722.64	6896.13	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1700.52	99999.00
99999.00	0.00	59.96	6683.34	99999.00
99999.00	59.96	0.00	6856.87	99999.00
1700.52	6683.34	6856.87	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1711.31	99999.00
99999.00	0.00	63.49	6644.58	99999.00
99999.00	63.49	0.00	6817.96	99999.00
1711.31	6644.58	6817.96	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1720.75	99999.00
99999.00	0.00	67.12	6605.41	99999.00
99999.00	67.12	0.00	6778.85	99999.00
1720.75	6605.41	6778.85	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1730.05	99999.00
99999.00	0.00	70.85	6566.36	99999.00
99999.00	70.85	0.00	6739.84	99999.00
1730.05	6566.36	6739.84	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1739.19	99999.00
99999.00	0.00	74.66	6527.43	99999.00
99999.00	74.66	0.00	6700.97	99999.00
1739.19	6527.43	6700.97	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1748.13	99999.00
99999.00	0.00	78.57	6488.63	99999.00
99999.00	78.57	0.00	6662.23	99999.00
1748.13	6488.63	6662.23	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1756.68	99999.00
99999.00	0.00	82.55	6449.95	99999.00
99999.00	82.55	0.00	6623.62	99999.00
1756.68	6449.95	6623.62	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1764.95	99999.00
99999.00	0.00	86.61	6411.41	99999.00
99999.00	86.61	0.00	6585.15	99999.00
1764.95	6411.41	6585.15	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1773.06	99999.00
99999.00	0.00	90.75	6373.02	99999.00
99999.00	90.75	0.00	6546.83	99999.00
1773.06	6373.02	6546.83	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1763.53	99999.00
99999.00	0.00	93.38	6341.95	99999.00
99999.00	93.38	0.00	6515.67	99999.00
1763.53	6341.95	6515.67	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1754.08	99999.00
99999.00	0.00	96.08	6310.61	99999.00
99999.00	96.08	0.00	6484.25	99999.00
1754.08	6310.61	6484.25	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1744.44	99999.00
99999.00	0.00	97.76	6279.19	99999.00
99999.00	97.76	0.00	6452.75	99999.00
1744.44	6279.19	6452.75	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1734.64	99999.00
99999.00	0.00	95.58	6247.68	99999.00
99999.00	95.58	0.00	6421.17	99999.00
1734.64	6247.68	6421.17	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1724.74	99999.00
99999.00	0.00	93.71	6216.11	99999.00
99999.00	93.71	0.00	6389.55	99999.00
1724.74	6216.11	6389.55	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1715.26	99999.00
99999.00	0.00	92.03	6184.47	99999.00
99999.00	92.03	0.00	6357.87	99999.00
1715.26	6184.47	6357.87	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	99999.00	99999.00	1705.15	99999.00
99999.00	0.00	90.42	6152.77	99999.00
99999.00	90.42	0.00	6326.12	99999.00
1705.15	6152.77	6326.12	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	6970.82	99999.00	1692.59	99999.00
6970.82	0.00	88.81	6120.99	99999.00
99999.00	88.81	0.00	6294.33	99999.00
1692.59	6120.99	6294.33	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	6901.75	99999.00	1674.91	99999.00
6901.75	0.00	87.31	6089.16	99999.00
99999.00	87.31	0.00	6262.48	99999.00
1674.91	6089.16	6262.48	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	6805.46	6969.59	1656.39	99999.00
6805.46	0.00	86.04	6057.26	99999.00
6969.59	86.04	0.00	6230.58	99999.00
1656.39	6057.26	6230.58	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	6708.98	6872.82	1610.24	99999.00
6708.98	0.00	85.01	6019.00	99999.00
6872.82	85.01	0.00	6191.95	99999.00
1610.24	6019.00	6191.95	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	6625.52	6789.02	1568.02	99999.00
6625.52	0.00	83.97	5980.44	99999.00
6789.02	83.97	0.00	6152.97	99999.00
1568.02	5980.44	6152.97	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	6541.54	6704.67	1525.14	99999.00
6541.54	0.00	82.92	5941.61	99999.00
6704.67	82.92	0.00	6113.64	99999.00
1525.14	5941.61	6113.64	0.00	99999.00
99999.00	99999.00	99999.00	99999.00	0.00

0.00	6480.81	6643.51	1494.17	477.43
6480.81	0.00	81.89	5902.89	719.49
6643.51	81.89	0.00	6074.25	719.49
1494.17	5902.89	6074.25	0.00	2465.93
477.43	719.49	719.49	2465.93	0.00

0.00	6431.89	6594.12	1467.58	488.28
6431.89	0.00	80.88	5863.93	694.51
6594.12	80.88	0.00	6034.53	694.51
1467.58	5863.93	6034.53	0.00	2437.39
488.28	694.51	694.51	2437.39	0.00

0.00	6382.67	6544.41	1440.06	443.12
6382.67	0.00	79.86	5824.70	669.53
6544.41	79.86	0.00	5994.45	669.53
1440.06	5824.70	5994.45	0.00	2409.02
443.12	669.53	669.53	2409.02	0.00

0.00	6333.17	6494.38	1411.58	392.11
6333.17	0.00	78.88	5785.22	644.54
6494.38	78.88	0.00	5954.01	644.54
1411.58	5785.22	5954.01	0.00	2380.83
392.11	644.54	644.54	2380.83	0.00

0.00	6283.44	6444.10	1382.14	342.53
6283.44	0.00	78.04	5745.47	619.56
6444.10	78.04	0.00	5913.23	619.56
1382.14	5745.47	5913.23	0.00	2352.82
342.53	619.56	619.56	2352.82	0.00

0.00	6256.64	6416.67	1355.71	316.84
6256.64	0.00	77.18	5705.48	594.58
6416.67	77.18	0.00	5872.10	594.58
1355.71	5705.48	5872.10	0.00	2324.99
316.84	594.58	594.58	2324.99	0.00

0.00	6232.95	6367.15	1329.95	193.40
6232.95	0.00	19.29	5665.32	569.60
6367.15	19.29	0.00	5822.21	569.60
1329.95	5665.32	5822.21	0.00	2252.12
193.40	569.60	569.60	2252.12	0.00

0.00	6207.58	6341.50	1334.55	260.27
6207.58	0.00	19.87	5644.02	544.62
6341.50	19.87	0.00	5800.55	544.62
1334.55	5644.02	5800.55	0.00	2269.61
260.27	544.62	544.62	2269.61	0.00

0.00	6181.87	6315.53	1338.72	225.40
6181.87	0.00	20.45	5622.61	519.64
6315.53	20.45	0.00	5778.81	519.64
1338.72	5622.61	5778.81	0.00	2241.97
225.40	519.64	519.64	2241.97	0.00

0.00	6155.94	6289.33	1342.48	186.53
6155.94	0.00	21.04	5605.26	494.65
6289.33	21.04	0.00	5760.34	494.65
1342.48	5605.26	5760.34	0.00	2214.41
186.53	494.65	494.65	2214.41	0.00

0.00	6130.54	6263.64	1347.26	151.82
6130.54	0.00	21.63	5584.12	469.67
6263.64	21.63	0.00	5737.12	469.67
1347.26	5584.12	5737.12	0.00	2186.96
151.82	469.67	469.67	2186.96	0.00

0.00	6107.87	6240.69	1357.59	137.64
6107.87	0.00	22.24	5561.74	444.69
6240.69	22.24	0.00	5713.81	444.69
1357.59	5561.74	5713.81	0.00	2159.60
137.64	444.69	444.69	2159.60	0.00

0.00	6085.01	6217.54	1367.67	123.44
6085.01	0.00	22.86	5538.79	419.71
6217.54	22.86	0.00	5690.42	419.71
1367.67	5538.79	5690.42	0.00	2132.33
123.44	419.71	419.71	2132.33	0.00

0.00	6064.97	6197.21	1374.08	107.03
6064.97	0.00	23.47	5515.74	394.73
6197.21	23.47	0.00	5666.93	394.73
1374.08	5515.74	5666.93	0.00	2105.17
107.03	394.73	394.73	2105.17	0.00

0.00	6045.36	6177.34	1377.90	88.00
6045.36	0.00	24.03	5493.40	369.75
6177.34	24.03	0.00	5644.05	369.75
1377.90	5493.40	5644.05	0.00	2078.11
88.00	369.75	369.75	2078.11	0.00

0.00	6019.91	6151.59	1373.66	53.97
6019.91	0.00	23.92	5478.00	344.76
6151.59	23.92	0.00	5627.40	344.76
1373.66	5478.00	5627.40	0.00	2051.15
53.97	344.76	344.76	2051.15	0.00

0.00	5998.42	6129.81	1369.58	20.00
5998.42	0.00	23.83	5462.54	319.78
6129.81	23.83	0.00	5610.66	319.78
1369.58	5462.54	5610.66	0.00	2024.29
